"BiocVersion","Description","Genome","SourceUrl","SourceType","SourceVersion","Species","TaxonomyId","Title","ResourceName","RDataPath","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","Location_Prefix","Tags"
"3.6","phastCons scores for Mus musculus on chr1","mm10","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons60way.UCSC.mm10/phastCons60way.UCSC.mm10.chr1.rds","BigWig","17Apr2014","Mus musculus",10090,"phastCons60way.UCSC.mm10.chr1.rds","phastCons60way.UCSC.mm10.chr1.rds","phastCons60way.UCSC.mm10/phastCons60way.UCSC.mm10.chr1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Mus musculus on chr10","mm10","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons60way.UCSC.mm10/phastCons60way.UCSC.mm10.chr10.rds","BigWig","17Apr2014","Mus musculus",10090,"phastCons60way.UCSC.mm10.chr10.rds","phastCons60way.UCSC.mm10.chr10.rds","phastCons60way.UCSC.mm10/phastCons60way.UCSC.mm10.chr10.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Mus musculus on chr11","mm10","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons60way.UCSC.mm10/phastCons60way.UCSC.mm10.chr11.rds","BigWig","17Apr2014","Mus musculus",10090,"phastCons60way.UCSC.mm10.chr11.rds","phastCons60way.UCSC.mm10.chr11.rds","phastCons60way.UCSC.mm10/phastCons60way.UCSC.mm10.chr11.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Mus musculus on chr12","mm10","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons60way.UCSC.mm10/phastCons60way.UCSC.mm10.chr12.rds","BigWig","17Apr2014","Mus musculus",10090,"phastCons60way.UCSC.mm10.chr12.rds","phastCons60way.UCSC.mm10.chr12.rds","phastCons60way.UCSC.mm10/phastCons60way.UCSC.mm10.chr12.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Mus musculus on chr13","mm10","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons60way.UCSC.mm10/phastCons60way.UCSC.mm10.chr13.rds","BigWig","17Apr2014","Mus musculus",10090,"phastCons60way.UCSC.mm10.chr13.rds","phastCons60way.UCSC.mm10.chr13.rds","phastCons60way.UCSC.mm10/phastCons60way.UCSC.mm10.chr13.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Mus musculus on chr14","mm10","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons60way.UCSC.mm10/phastCons60way.UCSC.mm10.chr14.rds","BigWig","17Apr2014","Mus musculus",10090,"phastCons60way.UCSC.mm10.chr14.rds","phastCons60way.UCSC.mm10.chr14.rds","phastCons60way.UCSC.mm10/phastCons60way.UCSC.mm10.chr14.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Mus musculus on chr15","mm10","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons60way.UCSC.mm10/phastCons60way.UCSC.mm10.chr15.rds","BigWig","17Apr2014","Mus musculus",10090,"phastCons60way.UCSC.mm10.chr15.rds","phastCons60way.UCSC.mm10.chr15.rds","phastCons60way.UCSC.mm10/phastCons60way.UCSC.mm10.chr15.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Mus musculus on chr16","mm10","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons60way.UCSC.mm10/phastCons60way.UCSC.mm10.chr16.rds","BigWig","17Apr2014","Mus musculus",10090,"phastCons60way.UCSC.mm10.chr16.rds","phastCons60way.UCSC.mm10.chr16.rds","phastCons60way.UCSC.mm10/phastCons60way.UCSC.mm10.chr16.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Mus musculus on chr17","mm10","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons60way.UCSC.mm10/phastCons60way.UCSC.mm10.chr17.rds","BigWig","17Apr2014","Mus musculus",10090,"phastCons60way.UCSC.mm10.chr17.rds","phastCons60way.UCSC.mm10.chr17.rds","phastCons60way.UCSC.mm10/phastCons60way.UCSC.mm10.chr17.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Mus musculus on chr18","mm10","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons60way.UCSC.mm10/phastCons60way.UCSC.mm10.chr18.rds","BigWig","17Apr2014","Mus musculus",10090,"phastCons60way.UCSC.mm10.chr18.rds","phastCons60way.UCSC.mm10.chr18.rds","phastCons60way.UCSC.mm10/phastCons60way.UCSC.mm10.chr18.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
